Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,RT similarity,m/z similarity,Simple dot product,Weighted dot product,Reverse dot product,Matched peaks count,Matched peaks percentage,Total score,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,20250225_Lipids_Blank_pos_03,20250225_Lipids_Blank_pos_04,20250225_Lipids_LC_pos_01,20250225_Lipids_LC_pos_02,20250225_Lipids_LC_pos_03,20250225_Lipids_LC_pos_04,20250225_Lipids_LC_pos_05,20250225_Lipids_LC_pos_06,20250225_Lipids_LC_pos_07,20250225_Lipids_LC_pos_08,20250225_Lipids_LC_pos_09,20250225_Lipids_LC_pos_10,20250225_Lipids_LC_pos_11,20250225_Lipids_LC_pos_12,20250225_Lipids_LC_pos_13,20250225_Lipids_LC_pos_14
10495,13.899,686.52026,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10495,0,0,null,null,null,null,null,null,null,5.19,20250225_Lipids_LC_pos_06,686.52026:18951 687.52493:0 688.52960:0,null,0,0,0,0,0,0,2985,68030,17946,66817,0,0,0,0,29166,0
10496,3.55,686.54193,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10496,0,0,null,null,null,null,null,null,null,4.01,20250225_Lipids_LC_pos_13,686.54193:25340 687.54660:11053 688.55127:0,null,1952,0,1839,144405,31312,162769,2219,53876,38860,65768,53494,26230,27512,64087,177714,95281
10497,4.592,686.54266,Unknown,[M+H]+,null,0.19,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10497,0,0,null,null,null,null,null,null,null,10.45,20250225_Lipids_LC_pos_01,686.54266:28156 687.54733:10167 688.55200:0,null,0,0,473327,65736,28837,60621,6453,38634,72187,187579,108068,8405,49691,301682,75845,355039
10498,12.92,686.55688,Unknown,[M+H]+,null,0.56,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10498,0,0,null,null,null,null,null,null,null,988.88,20250225_Lipids_LC_pos_02,686.55688:3416882 687.56155:1548153 688.56622:364538,67.05396:5251 70.73583:3818 73.87214:3855 81.06934:5902 83.04856:20316 83.54404:3706 87.74583:3595 95.08514:9144 109.10059:12941 110.80170:3635 120.13600:4629 122.22481:3694 127.10242:3405 127.11101:26436 155.14270:9399 197.15353:5217 306.10162:3984 368.10291:3912 371.27875:24668 399.31036:18403 447.13202:4638 497.38339:198915 525.41473:488898 686.44110:7573,0,0,0,26891033,12798748,25244756,4082064,8871067,8298719,13720536,14884169,10314299,13333535,15238892,21460101,13652848
10499,11.572,686.55731,Unknown,[M+H]+,null,0.75,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10499,0,0,null,null,null,null,null,null,null,880.51,20250225_Lipids_LC_pos_14,686.55731:4155590 687.56198:1989336 688.56665:0,67.52753:4057 90.23032:3504 91.79149:3809 107.96249:4750 184.07314:8880 193.09494:3918 361.08301:4795 590.07800:4529,0,2829,0,17450688,12671764,26436577,6111389,1790608,6986419,9635434,16355494,11125550,14053151,22939385,30867833,27589242
10500,14.574,686.57184,Unknown,[M+H]+,null,0.06,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10500,0,0,null,null,null,null,null,null,null,280.22,20250225_Lipids_LC_pos_13,686.57184:1307308 687.57651:213485 688.58117:3762448,84.00877:3785 93.06876:3569 95.08542:4629 108.27661:3754 135.11662:4963 191.43791:3587 201.16380:5491 204.45160:3826 313.27301:6707 339.28897:11274 365.30530:8657 367.32242:10341 387.28909:5175 443.38309:3794 616.78723:4419,0,0,0,0,1057674,0,0,10074488,14916032,20321690,0,0,0,5099859,13250152,4995339
10501,14.445,686.57196,Unknown,[M+H]+,null,0.19,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10501,0,0,null,null,null,null,null,null,null,559.22,20250225_Lipids_LC_pos_08,686.57196:5157392 687.57663:2563248 688.58130:1350364,67.05400:10752 79.05390:6090 81.06940:14479 83.08497:6301 83.93967:4017 84.62305:3769 88.07549:4218 91.05404:5681 93.06951:8533 95.08503:23796 97.10107:7816 105.06993:6285 107.08511:8722 109.10049:21487 117.06973:8709 119.08489:10461 121.10062:24208 123.11644:11315 125.46736:3419 131.08507:15026 133.10086:12693 135.11624:20548 143.08560:6177 145.10051:17408 147.11620:14053 149.13223:13912 157.10045:5590 159.11650:22382 161.13200:14934 163.14790:7280 169.10092:3972 171.11670:8731 173.13200:14506 173.51213:9749 175.14722:14276 185.13176:8762 187.14746:17238 189.16302:6131 199.14894:8275 201.16353:25873 203.17891:12429 213.16377:13342 215.17961:20666 225.16411:7696 229.19432:10986 231.17331:4451 243.17188:6298 247.24313:8812 265.25275:13127 269.22656:9212 285.22116:6187 295.24219:26353 298.51395:4201 311.23660:4720 313.25293:49363 339.28943:183055 345.82724:4031 365.30548:27968 387.28961:76194 651.53632:10174,0,0,0,0,1057674,0,0,32007136,15364664,40084179,0,0,0,5099859,7468114,9221312
10502,13.689,686.57202,Unknown,[M+H]+,null,0.5,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10502,0,0,null,null,null,null,null,null,null,5769.65,20250225_Lipids_LC_pos_08,686.57202:45813832 687.57669:21785396 688.58136:5466892,74.07827:11821 78.62608:12000 95.08539:15020 102.07182:10876 150.09128:12386 157.18141:13000 173.51254:24914 183.11720:15886 256.22253:11743 305.73166:15266 339.28906:74829 340.29312:86923 341.29605:54743,0,0,13430,2924,3604036,1439528,203094,333371058,272410163,470824846,19004,6683,0,110682699,257367124,210288429
10503,14.217,686.57233,Unknown,[M+H]+,null,0.25,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10503,0,0,null,null,null,null,null,null,null,4384.06,20250225_Lipids_LC_pos_08,686.57233:27772202 687.57699:12545751 688.58166:55674376,67.05350:33788 69.06914:23165 79.05340:22061 79.05808:7561 81.06902:82131 83.08472:35861 91.05341:27383 93.06898:45175 95.08459:107882 97.10027:46994 99.07990:13390 100.99846:6910 105.06896:40898 107.08450:45446 109.06427:7005 109.10024:82958 111.07962:11784 111.11589:13194 113.09556:11221 117.06904:44978 119.08477:55210 121.10023:97558 122.86087:5812 123.11593:46631 125.09551:11776 129.06900:22113 131.08459:88826 133.10030:79936 135.11592:111412 137.09529:6238 137.13167:15331 139.11050:7788 143.08467:26770 145.10025:89405 147.11577:45812 149.09489:7465 149.12138:5690 149.13159:77451 151.14832:12444 153.12682:14211 154.45226:6528 155.08415:8715 157.10045:33638 159.11589:94890 161.13165:74045 163.11148:15359 163.14697:52796 165.12651:5604 165.16220:11087 169.10051:13725 171.11588:60063 173.11636:6023 173.13170:90457 175.14720:78916 177.12697:13501 177.16328:14723 183.11649:15302 185.13147:51762 187.14726:82670 189.12669:12104 189.16301:42597 191.14409:9627 197.13211:23296 199.14743:63706 201.14429:9666 201.16295:147189 203.14244:20340 203.17859:32523 205.15871:7633 211.14784:37651 213.16307:69043 215.14372:6562 215.17885:130249 217.15923:13761 217.19478:11555 225.16356:33024 227.17891:26975 229.15712:16946 229.19409:47867 231.17270:13397 239.17804:21096 241.19490:8865 243.17340:13221 247.24149:42424 253.19505:15599 257.18964:8482 263.16360:7154 265.18146:9052 265.25211:90099 267.21326:8711 269.22635:8709 271.20538:10047 285.22134:14236 285.25638:13177 295.24158:162823 297.25824:7177 311.23611:18624 313.25259:340885 331.26233:9119 339.28937:1023087 358.14166:6503 369.27975:18150 381.51279:5779 387.28983:434943 393.40030:5874 403.28342:9234 405.30011:10574 423.34918:5802 492.95917:7166 506.89468:6126 651.53748:51326 651.69092:6473 669.54260:7572,0,0,3044,0,479786,341585,15503,158163054,90606876,229579053,0,0,0,35864766,106036072,71813356
10504,9.488,686.57617,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10504,0,0,null,null,null,null,null,null,null,23.88,20250225_Lipids_LC_pos_06,686.57617:36252 687.58084:17726 688.58551:0,null,0,0,0,0,0,0,0,211758,31508,310661,0,0,0,14105,92582,25520
10505,12.953,686.6073,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10505,0,0,null,null,null,null,null,null,null,12.43,20250225_Lipids_LC_pos_08,686.60730:260365 687.61197:0 688.61664:0,null,0,0,0,0,0,0,0,273440,60141,384293,0,0,0,84630,0,187990
10506,14.928,686.60944,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10506,0,0,null,null,null,null,null,null,null,6.51,20250225_Lipids_LC_pos_13,686.60944:24833 687.61410:11366 688.61877:0,null,0,2939,0,0,0,0,0,0,0,40255,0,0,0,27703,126535,53390
10507,13.911,686.62042,Unknown,[M+H]+,null,0.38,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10507,0,0,null,null,null,null,null,null,null,27.56,20250225_Lipids_LC_pos_08,686.62042:111236 687.62509:0 688.62976:29997,null,0,0,3606,2987,0,0,0,553800,379622,744236,0,4496,0,258397,582546,558728
10508,1.046,686.65723,Unknown,[M+H]+,null,0.25,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10508,0,0,null,null,null,null,null,null,null,11961.33,20250225_Lipids_LC_pos_06,686.65723:40863 687.66189:0 688.66656:0,null,3525,12117,14489,10104,114983,90131,86221,228036,97242,62019,0,60869,0,15857,5420,126155
10509,1.413,687.09589,Unknown,[M+H]+,null,0.25,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10509,0,0,null,null,null,null,null,null,null,127297.3,20250225_Lipids_LC_pos_12,687.09589:286020 688.10055:84034 689.10522:0,null,0,0,0,828257,0,0,0,1646370,157512,443527,0,0,0,2975218,1220163,1688335
10510,1.312,687.09692,Unknown,[M+H]+,null,0.25,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10510,0,0,null,null,null,null,null,null,null,107961.1,20250225_Lipids_LC_pos_13,687.09692:299706 688.10159:72439 689.10626:0,null,0,0,0,1427229,0,0,0,1646370,290284,484768,0,152021,0,1239621,1585683,1775944
10511,0.79,687.43341,Unknown,[M+2H]2+,null,0.5,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10511,0,0,null,null,null,null,null,null,null,20.48,20250225_Lipids_LC_pos_13,687.43341:79617 688.43808:18380 689.44275:0,null,0,0,0,11816,293161,375499,46785,121665,119272,177036,14563,11337,17925,449414,463123,263097
10512,11.514,687.43579,Unknown,[M+H]+,null,0.19,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10512,0,0,null,null,null,null,null,null,null,97.67,20250225_Lipids_LC_pos_08,687.43579:588112 688.44046:138204 689.44513:0,null,0,0,0,0,53872,5298,22661,455190,1927047,2552845,0,0,0,0,103389,0
10513,11.846,687.43597,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10513,0,0,null,null,null,null,null,null,null,22.81,20250225_Lipids_LC_pos_07,687.43597:61731 688.44064:0 689.44531:0,null,0,0,0,0,0,0,5895,87696,295919,35770,3058,0,2990,0,0,0
10514,11.581,687.43732,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10514,0,0,null,null,null,null,null,null,null,9.59,20250225_Lipids_LC_pos_13,687.43732:75119 688.44198:0 689.44665:0,null,0,0,0,0,53872,0,22661,455190,1927047,2552845,0,0,0,0,103389,0
10515,9.49,687.47711,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10515,0,0,null,null,null,null,null,null,null,20.55,20250225_Lipids_LC_pos_08,687.47711:53028 688.48178:21314 689.48645:0,null,0,0,0,0,0,0,0,403958,13187,780151,0,0,0,0,0,0
10516,12.915,687.49603,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10516,0,0,null,null,null,null,null,null,null,5.52,20250225_Lipids_LC_pos_06,687.49603:25135 688.50070:0 689.50537:21110,null,21095,8778,18088,0,0,0,4369,49809,74443,70246,0,0,3572,0,115314,21450
10517,12.692,687.49609,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10517,0,0,null,null,null,null,null,null,null,24.17,20250225_Lipids_LC_pos_08,687.49609:235854 688.50076:0 689.50543:0,null,17605,54488,23736,162151,0,0,0,399408,382017,632099,105705,100595,50927,176264,699932,486109
10518,14.278,687.4967,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10518,0,0,null,null,null,null,null,null,null,4.93,20250225_Lipids_LC_pos_11,687.49670:21209 688.50137:8529 689.50604:16762,null,19533,25826,43296,118887,6562,6098,7794,60521,18669,0,230349,44330,187614,73406,82697,76611
10519,10.993,687.50793,Unknown,[M+H]+,null,0.19,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10519,0,0,null,null,null,null,null,null,null,16.95,20250225_Lipids_LC_pos_04,687.50793:86048 688.51260:32283 689.51727:0,null,16621,22404,38685,29271,401404,664590,176588,0,0,0,42602,18563,81079,8761,42403,35427
10520,9.515,687.54407,Unknown,[M+H]+,null,0.13,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10520,0,0,null,null,null,null,null,null,null,104.99,20250225_Lipids_LC_pos_08,687.54407:417092 688.54874:195597 689.55340:0,96.39372:4420 117.06178:4657 184.07335:242312 319.13062:4298 369.35318:9987 561.42798:4995,0,0,0,0,0,0,0,2183822,106205,3521835,0,0,0,542926,75625,175481
10521,9.283,687.54425,Unknown,[M+H]+,null,0.38,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10521,0,0,null,null,null,null,null,null,null,88.84,20250225_Lipids_LC_pos_08,687.54425:805848 688.54892:338098 689.55359:79475,68.80839:4842 102.64632:4443 104.10676:5790 104.24539:3852 134.92062:4923 184.07338:567454 381.53702:4044,0,0,0,0,0,0,0,6629075,455935,7160509,0,0,0,2975101,422079,2540189
10522,13.349,687.56512,Unknown,[M+H]+,null,0.31,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10522,0,0,null,null,null,null,null,null,null,229.01,20250225_Lipids_LC_pos_04,687.56512:704592 688.56979:365909 689.57446:82041,null,0,0,0,0,3106698,3353364,2404765,0,0,307149,479026,106108,916117,0,293558,0
10523,14.172,687.64008,Unknown,[M+H]+,null,0.25,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10523,0,0,null,null,null,null,null,null,null,123936.1,20250225_Lipids_LC_pos_06,687.64008:378892 688.64474:0 689.64941:0,null,0,0,0,0,0,0,0,2200125,583936,985773,0,0,0,972497,1268802,866607
10524,13.896,687.64056,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10524,0,0,null,null,null,null,null,null,null,291192.2,20250225_Lipids_LC_pos_08,687.64056:340374 688.64523:170927 689.64990:33378,null,0,0,0,0,0,0,0,1505306,671472,2114503,0,0,0,554809,758186,639157
10525,0.683,687.85046,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10525,0,0,null,null,null,null,null,null,null,13066.06,20250225_Lipids_LC_pos_12,687.85046:17182 688.85513:0 689.85980:0,null,8989,4635,2129,36500,0,12292,0,5875,17344,26213,21005,11149,17519,72192,24388,7341
10526,2.813,688.112,Unknown,[M+H]+,null,0.19,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10526,0,0,null,null,null,null,null,null,null,50877.89,20250225_Lipids_LC_pos_03,688.11200:58189 689.11667:17229 690.12134:0,null,0,0,0,0,682899,551825,102314,149386,157726,555542,0,0,0,0,5219,0
10527,5.408,688.39233,Unknown,[M+H]+,null,0.75,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10527,0,0,null,null,null,null,null,null,null,19.72,20250225_Lipids_LC_pos_13,688.39233:146611 689.39700:41676 690.40167:0,91.10625:3966 141.79797:3424 148.62865:5374 194.00891:36084 227.41444:4085 351.35959:3892,0,20188,4362,1162871,301628,656454,55555,409547,336585,416341,503222,494492,432013,1016088,1222675,768772
10528,11.208,688.43079,Unknown,[M+H]+,null,0.25,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10528,0,0,null,null,null,null,null,null,null,7.92,20250225_Lipids_LC_pos_08,688.43079:53233 689.43545:0 690.44012:0,null,25378,8673,22800,9087,182249,186948,103188,146692,289784,305143,19379,29512,32280,64248,58033,3776
10529,10.698,688.43182,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10529,0,0,null,null,null,null,null,null,null,12.2,20250225_Lipids_LC_pos_13,688.43182:40709 689.43649:16378 690.44116:0,null,22022,65369,10442,21065,0,0,0,0,119112,0,0,19668,0,0,372417,8602
10530,10.94,688.43207,Unknown,[M+H]+,null,0.13,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10530,0,0,null,null,null,null,null,null,null,151.38,20250225_Lipids_LC_pos_07,688.43207:815498 689.43674:281478 690.44140:23083,81.06947:4615 95.08500:11730 109.10120:6354 121.10127:6333 135.11694:5778 136.93961:4464 173.51225:9137 179.98189:89931 181.72525:5680 184.07301:28253 219.21094:5783 231.58760:3694 237.22090:22894 311.26028:5802 547.47308:173597 547.57007:8585 645.39069:4998 688.43073:6534,6642,25851,15011,27456,9507,0,14308,0,6041607,136608,46392,46287,27015,14527,3072874,18340
10531,10.691,688.49115,Unknown,[M+H]+,null,0.75,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10531,0,0,null,null,null,null,null,null,null,1103.94,20250225_Lipids_LC_pos_04,688.49115:14905846 689.49582:6030770 690.50049:1170246,67.05403:13125 69.06982:7916 70.16866:3999 81.06966:34846 81.39921:3684 82.84267:3606 83.08523:21661 93.06965:7000 95.08531:35900 97.10098:21724 107.08518:10731 109.10103:21604 111.08002:6804 111.11668:14337 114.28684:4676 121.10093:53068 123.11642:35520 130.79387:4440 135.11659:49784 137.13222:26309 139.11081:5071 149.13223:25270 150.33917:4499 153.12759:8983 163.14789:13584 173.53354:4305 191.17905:4772 209.19035:11092 219.21059:54482 235.50737:4011 235.89589:4477 237.22118:237674 265.25293:10788 280.26324:68946 293.24808:9952 311.25839:70789 547.47180:1106900 596.57410:4019 672.38916:4092,0,0,0,3458,87923208,99094141,24054463,23131300,36238491,46989542,2126486,708523,3249102,4356559,6564691,3633643
10532,11.514,688.49139,Unknown,[M+H]+,null,0.25,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10532,0,0,null,null,null,null,null,null,null,432.34,20250225_Lipids_LC_pos_08,688.49139:4806330 689.49606:2136103 690.50073:592638,69.06966:5229 81.06927:4884 82.69388:3737 83.08482:12016 95.08479:11230 95.72576:3647 97.10051:12299 109.10046:6220 111.11623:7911 121.10056:8228 123.11647:5968 133.10062:3926 135.11644:4045 136.93910:4838 137.13205:7829 149.13234:6123 184.07245:6899 217.19597:7194 219.20918:7766 235.20578:6890 237.22069:19306 265.25446:6510 280.26309:6637 294.24426:4596 302.45322:4005 311.25824:10063 313.27365:19470 353.30548:4622 547.47223:298977,3183,0,0,0,20582585,21319565,741788,17023119,14975580,30271417,552785,173209,892178,854622,1843538,889848
10533,10.829,688.49164,Unknown,[M+H]+,null,0.06,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10533,0,0,null,null,null,null,null,null,null,611.42,20250225_Lipids_LC_pos_07,688.49164:2577780 689.49631:1416432 690.50097:177387,81.06950:6959 83.08496:3942 84.97521:3594 95.08498:11473 97.10113:4075 109.10119:5372 121.10081:5411 135.11700:6099 137.13068:4095 149.13243:4865 172.44713:3666 179.98199:57323 184.07297:41924 205.70099:4434 211.20621:8288 237.22099:19757 254.24857:4896 263.23715:8224 280.26303:6484 306.28021:6194 311.25803:5387 324.38879:4710 337.27496:6091 352.74445:4260 547.47266:235820 559.76697:4267,0,0,0,0,6477699,5975350,1717194,16806899,24940157,41819835,73964,79922,75170,471704,911161,410149
10534,11.799,688.4917,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10534,0,0,null,null,null,null,null,null,null,156.41,20250225_Lipids_LC_pos_07,688.49170:529049 689.49637:147408 690.50103:261551,null,0,0,0,0,607691,167848,115739,2370111,3382991,1710069,7887,0,20359,18398,115987,0
10535,11.597,688.49176,Unknown,[M+H]+,null,0.44,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10535,0,0,null,null,null,null,null,null,null,217.22,20250225_Lipids_LC_pos_04,688.49176:2381836 689.49643:1037088 690.50110:204383,69.06963:5492 81.06954:4960 83.08534:7202 94.52015:3808 95.08491:7304 97.10095:8178 109.10007:5895 121.10043:4748 133.98001:4022 135.11682:6495 219.21065:4166 237.22084:18923 280.26315:11348 311.25757:9452 367.28394:5649 541.66895:4239 547.47223:232108,3183,0,0,0,20582585,21319565,5609228,17023119,14975580,30271417,552785,173209,892178,854622,2759677,329803
10536,11.406,688.49188,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10536,0,0,null,null,null,null,null,null,null,39.8,20250225_Lipids_LC_pos_12,688.49188:281203 689.49655:122578 690.50122:0,null,0,0,0,0,480744,980061,175987,2373525,4064840,3622986,4906,478,14081,919519,1253152,523578
10537,12.661,688.49982,Unknown,[M+H]+,null,0.19,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10517,1,0,null,null,null,null,null,null,null,8.07,20250225_Lipids_LC_pos_06,688.49982:31094 689.50448:59134 690.50915:432861,null,0,0,0,29024,0,0,0,160555,83590,72048,10376,4813,0,64693,183711,86760
10538,2.279,688.52057,Unknown,[M+H]+,null,0.88,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10538,0,0,null,null,null,null,null,null,null,84.22,20250225_Lipids_LC_pos_04,688.52057:807533 689.52524:406649 690.52990:0,76.93356:3751 83.29859:3607 89.05952:32110 133.08560:27919 148.64394:7433 161.72121:4396 177.11266:10293 224.11638:4145 257.24557:4163 275.21304:3936 332.56723:4577,7288,11806,908689,6245782,2595723,7949562,1215536,2587898,3670094,4322726,2100668,1783650,3735399,5144568,6127717,4334281
10539,1.418,688.521,Unknown,[M+H]+,null,0.31,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10539,0,0,null,null,null,null,null,null,null,43.32,20250225_Lipids_LC_pos_07,688.52100:504565 689.52566:161026 690.53033:60150,null,17683,10549,617972,1003138,0,0,0,500651,3825837,3533310,0,89064,382206,1330066,206995,359164
10540,1.833,688.52142,Unknown,[M+H]+,null,0.38,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10540,0,0,null,null,null,null,null,null,null,53.95,20250225_Lipids_LC_pos_13,688.52142:325022 689.52609:112820 690.53076:41306,89.05968:9380 90.07603:4057 127.61441:4659 133.08588:16107 148.64848:8374 177.11195:4951 208.28430:4639 283.17877:4867 553.25623:3959,8658,15634,61049,3229381,526278,1293334,167373,1202484,1017853,1768335,1560829,1185844,1008701,2464296,3463087,2019785
10541,1.166,688.52155,Unknown,[M+H]+,null,0.31,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10541,0,0,null,null,null,null,null,null,null,37.11,20250225_Lipids_LC_pos_07,688.52155:365914 689.52621:129338 690.53088:24342,null,18085,28391,446480,793358,0,0,0,269709,2288794,1588777,0,181360,0,752835,431888,236892
10542,13.548,688.52777,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10542,0,0,null,null,null,null,null,null,null,9.51,20250225_Lipids_LC_pos_12,688.52777:74610 689.53244:0 690.53711:0,null,0,4277,10090,3544,0,0,0,0,105057,0,0,10154,0,342038,141507,277904
10543,7.794,688.53613,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10543,0,0,null,null,null,null,null,null,null,4.9,20250225_Lipids_LC_pos_11,688.53613:25534 689.54080:14236 690.54547:0,null,0,0,0,0,10468,64386,5898,0,0,3468,68640,18327,243491,0,3073,0
10544,6.516,688.53638,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10544,0,0,null,null,null,null,null,null,null,6.02,20250225_Lipids_LC_pos_11,688.53638:29708 689.54104:13991 690.54571:0,null,0,0,0,0,4884,33726,0,0,0,0,133341,38392,510688,0,0,4223
10545,8.023,688.55176,Unknown,[M+H]+,null,0.31,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10545,0,0,null,null,null,null,null,null,null,6.9,20250225_Lipids_LC_pos_08,688.55176:68479 689.55643:31955 690.56109:10355,null,0,0,0,0,0,0,0,574780,308973,692820,0,0,0,299506,408692,246459
