formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C22H44N2O	[M + H]+	C22H45N2O+	Fatty acids	1,000	Fatty amides	0,999	N-acyl amines	0,896	Organic acids and derivatives	0,998	Carboxylic acids and derivatives	0,993	Amino acids, peptides, and analogues	0,605	Amino acids and derivatives	0,607	Amino acids and derivatives	0,607	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	353,353	215	3,587	692044125588516599	692039749284049999	2267	
1	C18H37NO2	[M + H]+	C18H38NO2+	Fatty acids	0,999	Fatty amides	0,999	N-acyl ethanolamines (endocannabinoids)	0,998	Lipids and lipid-like molecules	0,935	Fatty Acyls	0,940	Fatty amides	0,940	N-acyl amines	0,912	N-acyl amines	0,912	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acylethanolamines; Secondary carboxylic acid amides; Carbonyl compounds; 1,2-aminoalcohols; Amines; Alkanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	300,290	215	3,588	692044123839491547	692039719068279855	1234	
7	C19H14Br2N6OS	[M + H]+	C19H15Br2N6OS+	Alkaloids	0,786	Pseudoalkaloids (transamidation)	0,272	Purine alkaloids	0,343	Organoheterocyclic compounds	1,000	Imidazopyrimidines	0,902	Purines and purine derivatives	0,933	Purinones	0,890	6-oxopurines	0,798	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Hypoxanthines; Organohalogen compounds; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Azoles; Purinones; Aryl bromides; Thioethers; Diazines; 6-oxopurines; Organobromides; Imidazopyrimidines; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Aryl halides; Sulfenyl compounds; Alkylarylthioethers; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Aryl thioethers; Organic nitrogen compounds; Chemical entities	532,938	219	3,643	692044134274921161	692039851398591243	6347	
4	C33H64NO9P	[M + H]+	C33H65NO9P+	Fatty acids	1,000	Glycerophospholipids	1,000	Oxidized glycerophospholipids	0,910	Lipids and lipid-like molecules	0,982	Glycerophospholipids	0,996	Glycerophosphocholines	0,994	Phosphatidylcholines	0,968	Phosphatidylcholines	0,968	Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	650,440	220	3,659	692044129732489457	692039927093207851	9483	
5	C15H13NS3	[M + H]+	C15H14NS3+	Alkaloids	0,324	Flavonoids	0,017	Chalcones	0,014	Benzenoids	1,000	Benzene and substituted derivatives	0,997					Benzene and substituted derivatives	0,997	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organonitrogen compounds; Benzene and substituted derivatives; Benzenoids; Thiadiazinanes; Sulfenyl compounds; Dithiocarbamic acids and derivatives; Dithiocarbamic acid esters; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Cyclic dithiocarbamic acid esters; Chemical entities	304,029	221	3,680	692044131561206228	692039720972494071	1284	
2	C35H69N5O7	[M + H]+	C35H70N5O7+	Amino acids and Peptides	0,968	Oligopeptides	0,985	Cyclic peptides	0,670	Organic acids and derivatives	0,999	Carboxylic acids and derivatives	0,997	Amino acids, peptides, and analogues	0,984	Peptides	0,773	Oligopeptides	0,561	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	672,527	223	3,711	692044138876073976	692039941458701315	10061	
1	C22H46O5	[M + H]+	C22H47O5+	Fatty acids	0,906	Fatty acyls	0,703	Fatty alcohols	0,403	Benzenoids	0,636	Benzene and substituted derivatives	0,719	Benzoic acids and derivatives	0,954	Benzoic acid esters	0,911	Benzoic acid esters	0,911	Organic compounds; Alcohols and polyols; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Benzoyl derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Benzoic acid esters; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	391,342	224	3,728	692044140239223356	692039767684464519	2989	
1	C16H34O8	[M + H]+	C16H35O8+	Fatty acids	0,982	Fatty acyls	0,897	Fatty alcohols	0,881	Organic oxygen compounds	0,999	Organooxygen compounds	0,997	Ethers	0,908	Dialkyl ethers	0,731	Polyethylene glycols	0,560	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Secondary alcohols; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	355,233	226	3,772	692044146992062928	692039750173242595	2304	
1	C38H65N3O4	[M + H]+	C38H66N3O4+	Alkaloids	0,435	Steroids	0,481	Steroidal alkaloids	0,122	Lipids and lipid-like molecules	0,888	Steroids and steroid derivatives	0,731					Steroids and steroid derivatives	0,731	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	628,500	227	3,784	692044146954314177	692039911515560307	8844	
2	C13H22FNO3	[M + H]+	C13H23FNO3+	Amino acids and Peptides	0,353	Small peptides	0,478	Aminoacids	0,332	Organic acids and derivatives	0,973	Carboxylic acids and derivatives	0,953	Amino acids, peptides, and analogues	0,610	Amino acids and derivatives	0,612	Amino acids and derivatives	0,612	Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Alkyl fluorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Organofluorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	260,165	227	3,786	692044173252602795	692039698780428759	571	
1	C22H43NO3	[M + H]+	C22H44NO3+	Fatty acids	1,000	Spingolipids	1,000	Ceramides	0,999	Lipids and lipid-like molecules	0,974	Sphingolipids	0,970	Ceramides	0,995			Ceramides	0,995	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	370,332	227	3,787	692044170660520848	692039756477282499	2554	
10	C28H18Cl2N4O6S	[M + H]+	C28H19Cl2N4O6S+	Amino acids and Peptides	0,235	β-lactams	0,290	Cephalosporins	0,052	Benzenoids	0,999	Benzene and substituted derivatives	0,994	Halobenzenes	0,803	Chlorobenzenes	0,838	Chlorobenzenes	0,838	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Halobenzenes; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Aryl chlorides; Carboxylic acid derivatives; Chlorobenzenes; Monocarboxylic acids and derivatives; Carboxylic acid esters; Organochlorides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl halides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	609,041	227	3,790	692044170677298081	692039899951862211	8339	
1	C22H46N2	[M + H]+	C22H47N2+	Alkaloids	0,978	Ornithine alkaloids	0,980	Polyamines	0,996	Organic nitrogen compounds	1,000	Organonitrogen compounds	1,000	Amines	0,973	Secondary amines	0,584	Dialkylamines	0,604	Organic compounds; Organonitrogen compounds; Monoalkylamines; Dialkylamines; Amines; Primary amines; Secondary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	339,373	227	3,792	692044177157501291	692039743030341739	2017	
1	C25H49N5O8	[M + H]+	C25H50N5O8+	Amino acids and Peptides	0,943	Oligopeptides	0,723	Tripeptides	0,421	Organic acids and derivatives	0,980	Carboxylic acids and derivatives	0,961	Amino acids, peptides, and analogues	0,909	Peptides	0,684	Oligopeptides	0,547	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Hydroxamic acids; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Dialkyl ethers; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	548,364	228	3,792	692044178562593502	692039860235991179	6703	
2	C18H38O9	[M + H]+	C18H39O9+	Fatty acids	0,951	Fatty acyls	0,830	Fatty alcohols	0,784	Organic oxygen compounds	0,999	Organooxygen compounds	0,998	Ethers	0,933	Dialkyl ethers	0,777	Polyethylene glycols	0,622	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	399,260	228	3,800	692044177014894894	692039772130427491	3173	
1	C23H45N5O7	[M + H]+	C23H46N5O7+	Amino acids and Peptides	0,283	Fatty amides	0,524	Tripeptides	0,226	Organic acids and derivatives	0,954	Carboxylic acids and derivatives	0,880	Amino acids, peptides, and analogues	0,799	Amino acids and derivatives	0,784	Alpha amino acid amides	0,586	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	504,339	228	3,801	692044177920864721	692039835997104319	5677	
2	C17H28FNO3	[M + H]+	C17H29FNO3+	Alkaloids	0,249	Ornithine alkaloids	0,722	Tropane alkaloids	0,329	Organic acids and derivatives	0,920	Carboxylic acids and derivatives	0,939	Amino acids, peptides, and analogues	0,855	Amino acids and derivatives	0,855	Amino acids and derivatives	0,855	Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alkyl fluorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Organofluorides; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	314,212	228	3,804	692044176603853020	692039728660654211	1511	
3	C39H69N5O8S	[M + H]+	C39H70N5O8S+	Amino acids and Peptides	0,822	Oligopeptides	0,994	Linear peptides	0,611	Organic acids and derivatives	0,999	Carboxylic acids and derivatives	0,994	Amino acids, peptides, and analogues	0,964	Peptides	0,816	Peptides	0,816	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Thiolanes; Biotin and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Organic carbonic acids and derivatives; Monoalkylamines; Carboxylic acid amides; Ureas; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Thienoimidazolidines; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Dialkylthioethers; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	768,494	228	3,806	692044175572053871	692040007816795487	12745	
2	C29H53N5O12	[M + H]+	C29H54N5O12+	Amino acids and Peptides	0,988	Oligopeptides	0,997	Cyclic peptides	0,969	Organic acids and derivatives	0,999	Carboxylic acids and derivatives	0,992	Amino acids, peptides, and analogues	0,904	Peptides	0,785	Oligopeptides	0,679	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Hydroxamic acids; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Cyclic peptides; Amines; Primary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	664,376	228	3,806	692044175530110791	692039935850916003	9838	
1	C24H48NO7P	[M + H]+	C24H49NO7P+	Fatty acids	1,000	Glycerophospholipids	1,000	Glycerophosphoethanolamines	1,000	Organic acids and derivatives	1,000	Carboxylic acids and derivatives	0,998	Amino acids, peptides, and analogues	0,990	Amino acids and derivatives	0,990	Amino acids and derivatives	0,990	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphoethanolamines; Lysophosphatidylethanolamines; Secondary alcohols; 1-acyl-sn-glycero-3-phosphoethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	494,324	229	3,810	692044180034794785	692039830192186679	5447	
1	C20H42O10	[M + H]+	C20H43O10+	Fatty acids	0,958	Fatty acyls	0,704	Fatty alcohols	0,612	Organic oxygen compounds	1,000	Organooxygen compounds	1,000	Ethers	0,989	Dialkyl ethers	0,982	Polyethylene glycols	0,949	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	443,285	229	3,815	692044175702077368	692039797178815023	4199	
1	C17H23NO2	[M + H]+	C17H24NO2+	Alkaloids	0,855	Pseudoalkaloids (transamidation)	0,321	Phenylalanine-derived alkaloids	0,286	Benzenoids	0,993	Benzene and substituted derivatives	0,978	Benzoyl derivatives	0,532			Benzoyl derivatives	0,532	Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Aralkylamines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	274,180	229	3,817	692044178763920179	692039706405674431	822	
1	C21H41N5O6	[M + H]+	C21H42N5O6+	Amino acids and Peptides	0,261	Fatty amides	0,453	Polyamines	0,176	Organic acids and derivatives	0,974	Carboxylic acids and derivatives	0,925	Amino acids, peptides, and analogues	0,819	Amino acids and derivatives	0,808	Alpha amino acid amides	0,516	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Dialkyl ethers; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	460,312	229	3,818	692044178982024075	692039808058841323	4638	
3	C31H31N3O5S2	[M + H]+	C31H32N3O5S2+	Amino acids and Peptides	0,890	Oligopeptides	0,196	Dipeptides	0,060	Organic acids and derivatives	0,998	Carboxylic acids and derivatives	0,994	Amino acids, peptides, and analogues	0,906	Amino acids and derivatives	0,899	N-acyl-alpha amino acids and derivatives	0,544	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	590,179	229	3,820	692044190092737389	692039887717075375	7811	
1	C31H37N3O5	[M + H]+	C31H38N3O5+	Amino acids and Peptides	0,510	Oligopeptides	0,108	Cyclic peptides	0,067	Organic acids and derivatives	0,981	Carboxylic acids and derivatives	0,964	Amino acids, peptides, and analogues	0,826	Amino acids and derivatives	0,818	Alpha amino acids and derivatives	0,725	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Aralkylamines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	532,280	229	3,821	692044179741193400	692039850635227779	6313	
5	C30H65NO7Si3	[M + H]+	C30H66NO7Si3+	Fatty acids	0,830	Linear polyketides	0,179	Open-chain polyketides	0,194	Lipids and lipid-like molecules	0,797	Fatty Acyls	0,774	Fatty acid esters	0,534			Fatty acid esters	0,534	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	636,417	229	3,822	692044186804402562	692039916032826431	9027	
3	C34H65NO10S	[M + H]+	C34H66NO10S+	Polyketides	0,783	Macrolides	0,978	Erythromycins	0,194	Organic acids and derivatives	0,998	Carboxylic acids and derivatives	0,990	Amino acids, peptides, and analogues	0,692	Amino acids and derivatives	0,680	Alpha amino acids and derivatives	0,564	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Alcohols and polyols; Macrolides and analogues; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Dialkylthioethers; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	680,442	230	3,831	692044177216221569	692039947129401211	10287	
1	C28H55N5O3	[M + H]+	C28H56N5O3+	Alkaloids	0,843	Pseudoalkaloids (transamidation)	0,643	Purine alkaloids	0,110	Organic nitrogen compounds	1,000	Organonitrogen compounds	0,999	Amines	0,965	Tertiary amines	0,745	Dialkylarylamines	0,556	Organic compounds; Organoheterocyclic compounds; Triazines; Organonitrogen compounds; Organooxygen compounds; Aminotriazines; Amines; Tertiary amines; Tertiary alkylarylamines; Dialkylarylamines; 1,3,5-triazines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	510,437	230	3,834	692044178831029091	692039839042169515	5804	
1	C31H61N5O5	[M + H]+	C31H62N5O5+	Amino acids and Peptides	0,927	Oligopeptides	0,866	Linear peptides	0,386	Organic acids and derivatives	0,996	Carboxylic acids and derivatives	0,992	Amino acids, peptides, and analogues	0,977	Amino acids and derivatives	0,972	N-acyl-alpha amino acids and derivatives	0,528	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	584,473	230	3,840	692044182861756567	692039884101584727	7661	
1	C22H25NO6	[M + H]+	C22H26NO6+	Amino acids and Peptides	0,511	Tyrosine alkaloids	0,302	Phenylethylamines	0,043	Organic acids and derivatives	0,977	Carboxylic acids and derivatives	0,957	Amino acids, peptides, and analogues	0,690	Amino acids and derivatives	0,689	Amino acids and derivatives	0,689	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Carboxylic acid derivatives; Benzyloxycarbonyls; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	400,176	230	3,842	692044190709300139	692039772642132647	3190	
1	C20H44N2	[M + H]+	C20H45N2+	Alkaloids	0,947	Ornithine alkaloids	0,990	Polyamines	0,998	Organic nitrogen compounds	1,000	Organonitrogen compounds	1,000	Amines	0,984	Secondary amines	0,535	Dialkylamines	0,577	Organic compounds; Organonitrogen compounds; Monoalkylamines; Dialkylamines; Amines; Primary amines; Secondary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	313,358	231	3,844	692044186821179787	692039727817599011	1487	
1	C24H49NO4	[M + H]+	C24H50NO4+	Fatty acids	0,999	Fatty amides	0,946	N-acyl amines	0,467	Lipids and lipid-like molecules	0,963	Fatty Acyls	0,944	Fatty amides	0,919	N-acyl amines	0,886	N-acyl amines	0,886	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Dialkyl ethers; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	416,374	231	3,846	692044189111270159	692039781894768743	3562	
